sentence_text,original_row_index,List_Group,Condition,Direction,Source_File,Source_Type
Rajinder Singh Bedi use karte the ve ghante vira se unke saath bithake aur unki bimari ke liye unhe console karte the.,28.0,3,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
"India दावा करती है कि 111 परिक्षेत्रों पर 17,000 एकड़े क्षेत्रफल पर बांग्लदेश सीमा में फैले हुए हैं।",27.0,3,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
Small छोटी चिड़िया aur gilhariyon aur mice banne ke liye cat ki diet ke liye vishesh roop se paida hui hain.,12.0,3,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
"chūnkī mānā jātā hai ki ve garībōṁ ke paśak mein bolte hain, isliye unki āvāj more supposedly sunī jāti hai.",1.0,3,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
yeh maaan last time ka value represents ki is tarah ke sandarbhe meh used hue the.,6.0,3,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
"This diplomatic relations ke beech mein irritant hain, jo kai nations ke beech taklaaf hokar sambhav hain.",25.0,3,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
antipathik bhugtan sankalan vikasvil deshon mein ek samany pravritti hai.,7.0,3,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
"jabki unko garibon ke paksh mein bolne ka maana jata hai, isliye unki aavaz adhik suni jati hai.",1.0,3,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
long-term economic recession will increase difficulties for common man.,21.0,3,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
"aur iske saath, wo Gandhi ko janta sancharan karne ka permission bhi de diya.",11.0,3,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
"baad mein, Upara ke ladke aur ladkiyaa merii taraf se prashansaa se dekhne lage.",9.0,3,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
"choti chidiya, chuhhe aur moose lagte hain ke unhe bachchon ko khane ke liye khas banaya gaya hai.",12.0,3,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
yeh maan jalte dhvajon ka pratinidhit karte hain jo ki is tarah ke sandarbh mein pehle baar prayukt the mein.,6.0,3,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
"jab hi koi likhne wali disk daal jaati hai, data integrity check start ho jaati hai.",19.0,3,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
ab yeh prakriya ke bas drishya pratinidhit kar rahe hain.,13.0,3,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
"aap kaam khatam ho jaane ke baad bhi jobseeker allowance ke liye apply karna hoga, *you will still have to*.",14.0,3,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
yeh value pehle bar is context mein jagane gaye aag ke jhande ko dikhati hai.,6.0,3,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
"the contract bandh hone ke baad, employee ka kaam khatam ho gaya.",8.0,3,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
"ek raajaon ne machee par aagye, lekin unka haath kaam naa aaya.",30.0,3,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
a common trend in developing countries is the adversity of balance of भुगतान ka संतुलन.,7.0,3,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
aur is system vyavstha par jimmadar aur satark samaj ke upar nibhar raha hai.,23.0,3,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
is incident ke baad shahar ke ladke mainko special way se dekhne lage.,9.0,3,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
"yeh MT systems Japan-Korea, English-Korea ke liye few words ke liye banaye gaye hain.",18.0,3,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
pichli quarter ke doora price spread tolerable limit ke andr hi raha tha.,20.0,3,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
aisa kaise ho sakta hai...  meine jo confession kiya tha wahi post kar dete,,4,English_Translation,Human_Ref,,Gold_Injection
tum to emotional kar dete ho yaar. ,,4,English_Translation,Human_Ref,,Gold_Injection
modi ki tyre puncture ho rahi hai . ,,4,English_Translation,Human_Ref,,Gold_Injection
"iskee alava, yeh vyavastha jimmedar media aur satark samaj par nirbhar hai. 
",23.0,4,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"kuch pranalayn japaan-koreya, english-koreya ke limited shabdavali ke liye vikasit ki gayi hain. 
",18.0,4,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"pehle bolneka yeh sankoch mere liye dukhkar tha, ab woh sukhkar ho gaya hai. 
",3.0,4,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"this site provides an english to hindi shabdkosh as well as a hindi to english shabdkosh. 
",22.0,4,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"meeting mein, appellant ne request kiya ki woh Krishan Sikand se chhod jaaye. 
",29.0,4,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"they run ek number ka vocational programmes with varying duration of different skills. 



",4.0,4,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"saat wahan pahunchna bacchon se kahiye ki apne badon se aaspaas ke gaon aur shaharon ke naam pooch kar aaye.  
",26.0,4,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"is english hindi english dictionary mein aap aasan se hindi aur english shabdoo ke arth dhund sakte hain 
",22.0,4,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"January, 1943 mein unhone 26 tarikh swadheenata divas se naye karyakram shuru karne ki ghoosna ki.  
",16.0,4,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"My hesitancy in speech, jo ek baar annoyance tha, ab khushi hai.  



",3.0,4,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"Many raja  try karne  fish ko shoot karna but unsuccessful.  
",30.0,4,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"small birds, squirrels aur mice the cat ke liye specially created hain. 



",12.0,4,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"Moreover, usne Gandhiji ko jaanch karne ki anumati bhi di. 
",11.0,4,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"This value represents the jalte dhvajon ka tarah  ki  संदर्भ mein  पिछली बार  prयुक्त  huye. 



",6.0,4,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"The karmchari ke sevaen contract ke samaptI ke baad radd di gayi. 



",8.0,4,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"ye nations ke diplomatic sambandhon ke beech irritant saabit ho sakti hai. 
",25.0,4,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
"January, 1943 mein unhone 26 tarikh swadheenata divas se naye programmes launch karne ki ghoosna ki.  
",16.0,4,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
"ab yaad hai, yeh prakriya ke bas visual representations kar rahe hain. 



",13.0,4,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
iske madhyam se membership ka pratisthan aur samaj ka bhautik anurakshan sunishchit hota hai.,17.0,4,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
"choti chidiya, gilhari aur chuhe to jaise billi ke liye hi bane hain.",12.0,4,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
"January, 1943 mein unhone 26 date Azad Diwas se naye programme shuru karne ki ghoshna ki.",16.0,4,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
"Mere pyaarā countrymen, kehā hai ki seekhna growing hai.",24.0,4,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
"chhote birds, squirrel aur mouse cat ki diet ke liye vishesh roop se banaye gaye ho.",12.0,4,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
"meeting mein, appellant ne kaha ki woh Krishan Sikand ko chhod jaayein.",29.0,4,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
"chunkee mana jaata hai ki ve garibo ke pakshe bolte hain, isleelee unki awaaz adhik suni jati hai.",1.0,4,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
sevaaun wahan pahunchna bachchon se kahiye ki apne badeon se aaspas ke gaamon aur shaharon ke naam puchh kar aayein.,26.0,4,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
Yeh man jalate dhwajon ka pratinidhitva karta hai jo ki is tarah ke sandarbhe mein pehle baar prayaukt the.,6.0,4,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
lekin har koi nahin jaante hain ki ektaa ek maangi jaati hai ya phir ektaa ka matlab hai.,2.0,4,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
is value ne aage ki baat karte hue aaj ke liye lagne wale dhwajon ka prateek hai.,6.0,4,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
price spread was within tolerable limit last quarter mein.,20.0,4,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
The कर्मचारी की सेवाएँ contract के समाप्ति के बाद radd di jaati hain.,8.0,4,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
They चलाते हैं असंख्य व्यावसायिक कार्यक्रमों के साथ जिनमें कौशल की अलग-अलग अवधि होती है.,4.0,4,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
"The other अन्य आकर्षणों include चार museums, एक sculpture park aur khuli air amphitheatre.",5.0,4,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
Appellant ne bैठक mein requested kiya hai ki use Krishna Sikand ko leave dena chahiye.,29.0,4,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
"Bangladesh ki sāth India ka border me 111 claims kar rahi hai ki 17,000 acres ki territory spread hain jahan par 000 se jyada 17 acres fall hain.",27.0,4,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
pichli quarter ke dauran Price tolebarable spread ke upar swikar yogya simee ke antrgat hi the.,20.0,4,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
"kuch pranaalayaa jaapan-koreea, english-koreea ko siimit shabdavaali ke liye vikasit ki gayee hain.",18.0,4,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
"aur aattrakshan mein chaar sangrahalaay, ek moortikala maidan aur ek khuli hava ka rangmanch shamil hain.",5.0,4,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
agar hum aaj kurbani dete hain toh uska faida aane wali pehree ke milta hai.,15.0,4,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
january 1943 me wo ne 26 january se launch hone wale apne naye programmes ko aankh se utara.,16.0,4,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
yeh raajneeti ke beech ke deshon ke munaseboon mein kaafiyaan ban sakta hai.,25.0,4,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
Japan se Korea aur English se Korea ke liye kuchh limited vocabulary ke liye MT systems banaye gaye hain.,18.0,4,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
yeh incident ke liye shahar ke ladke mujhe dard dene lage.,9.0,4,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
lekin sab logon ko abhi yeh baat janchhi nahin ki ekta ka matlab sirf rajneetik ekta nahin hain.,2.0,4,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
"unlimited business programs run karte hain, jo different skills ke liye alag-alag duration ke hain.",4.0,4,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
"chhote chhote birds, chooties aur mausey neem ke liye toh lagta hai ki unhe the cat ke liye khas banaya gaya hai.",12.0,4,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
"agar hum abhi balidaar ho jaate hain, toh aapke baad ke janm ke log iska faida utha sakte hain.",15.0,4,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
aaj tak bahut se rajan ne machhli ko shoot kiya lekin koi kaam nahin hua.,30.0,4,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
aur usne Gandhi ji ko janch karne ke liye bhi *anumati* di thi.,11.0,4,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
This site provides an अंग्रेज़ी to हिन्दी शब्दकोश as well as a हिन्दी to अंग्रेज़ी अर्थ dictionary with आसानी.,22.0,4,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
"jahan raaja aur desh ek ho, usme koi alag alag ka prashn hi nahin hota.",10.0,4,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
"jahan raaja aur desh ek ho, vahin option ka question hi nahin uthaata.",10.0,4,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
"agar hum aaj *sacrifice* karte hain toh uska *results* *generations* ko milta hai, unhe *enjoy* karne ko.",15.0,4,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
yeh nations ke diplomatic relations me ek irritant ban sakti hai.,25.0,4,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
sir hamare ghar me white wash ho rhi thi.  isliye copy ghar pe reh gayi ,,5,English_Translation,Human_Ref,,Gold_Injection
"Hume bhi link do, life boring ho gayee hai",,5,English_Translation,Human_Ref,,Gold_Injection
"Dono families puri ki puri yaha hain Ranveer-Deepika, shaadi kar lo mandap accha laga hua hai free me kaam ho jayega.",,5,English_Translation,Human_Ref,,Gold_Injection
"Bharat ka Bangla Desh ki seema mein 17,000 ekadere kshetrafal vale 111 parikshetron par daava hai. 
",27.0,5,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"iskee atirikt, unhone gandhiji ko jaanch karne ki ijaazat bhi di.  
",11.0,5,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"saat wahaan pahunchna bacchon se kahiye ki apne baaron se aaspaas ke gaon aur sheharon ke naam pooch kar aaye.  
",26.0,5,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"in January 1943 woh apne naye programmes ka announcement kiya tha jo 26 January se shuru hone wale the. 
",16.0,5,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"long spell of economic depression karega bahut mushkil common man ke liye.  
",21.0,5,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"but sabko pata nahin hai ki ekta matlab nahin political ekta jo imposed ho sakti hai. 


",2.0,5,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"they asankey vyavasayik karyakram chalaate hain jiski  different skills ke liye different duration hai.  
",4.0,5,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"chhoti chiriyaa, gilliharii aur chuhhe toh jaise billi ke liye hee bane hain. 


",12.0,5,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"iskee aatirikta, unhone gandhiji ko jaanch karne ki ijaazat bhi di.  
",11.0,5,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"and because they supposedly speak for the poor unka aawaz zyada sunai deta hai. 



",1.0,5,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"it diplomatic relations mein ek irritant ban sakta hai. 



",25.0,5,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"the other attractions include museum, sculpture park aur open air amphitheatre. 



",5.0,5,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"kimaat vistar swikar्य seema mein the पिछली timahi  during.  
",20.0,5,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"At the baithak, the appealार्थी  kiya  anurodh  ki woh Krishan Sikand  se ja sake. 



",29.0,5,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"But logonko baat hai ki ekta matlab rajneetik ekta nahi jo imposed ho sakti. 


",2.0,5,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"agar hum aaj sacrifice dete hain to uske results aane wali generations ko milte hain. 



",15.0,5,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
"chunki unko supposedly gharbon ke paks mein speak kiya jata hai, isliye unki awaz zyada suni jati hai. 



",1.0,5,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
"is madhyam se membership ka pratiasthan tatha samaj ka bhoutik anurakshan  ensured hota hai. 



",17.0,5,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
Long time ke liye chalne wali economic recession aam aadmi ki mushkilain badh degi.,21.0,5,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
Yeh deshon ke kutniatik sambandhon ke beech kirkiri sabit ho sakti hai.,25.0,5,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
bad payment balance developing desh mein ek common trend hai.,7.0,5,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
Bahut se raajaa fish ko marne ki koshish kee lekin vah safal nahin hue.,30.0,5,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
employee ka contract khatam hone ke baad services terminate kar di gayi the.,8.0,5,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
"iske alaava, unhone Gandhi ko bhi inquiry karne ki icchaa dene ki permission di thi.",11.0,5,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
ab yeh process ke bare mein yeh visual representation kar rahe hain.,13.0,5,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
but sab logon ko abhi ye baat jazbaat nahi ki ekta ka matlab sirf rajnitik ekta nahi hai.,2.0,5,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
is incident ke reason se city ke ladke mujhe bhaav dene lage.,9.0,5,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
"a kuch MT systems Japan - Korea, English - Korea ne developed kiye hain limited vocabularry ke liye.",18.0,5,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
"India claim karta hai 111 enclaves jo 17, 000 acres par phailte hain jo Bangladesh ke kshetra mein padte hain.",27.0,5,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
ek lambi duriyaan ki arthik sankat common man ko bahut badi paristhitiyon mein doob degi.,21.0,5,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
"issey, samaj ki sadasyataa pratishtapan ho jaati hai aur samaj ki vyaavahaarik suraksha sunishchit hoti hai.",17.0,5,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
This तरह में पिछली बार प्रयुक्त जलते ध्वजों का मान करता.,6.0,5,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
"But after the incident, Upara city ke लडके लगे थे कि mera bhav dono ko dene ke liye mere पास admiration tha.",9.0,5,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
Adverse payment ka balance developing countries mein ek common trend hai.,7.0,5,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
"any other attractions mein four museums, ek sculpture ground aur ek open air amphitheatre include hain.",5.0,5,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
Now yeh visual representations ke liye bas ek dhrushya pratinidhitv karte hain.,13.0,5,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
"choti chidiya, gilhari aur chuhe toh jaise billi ke liye hi bane hain.",12.0,5,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
"jaahan raaja aur desh samaan ho, vahaan vikalp ka prashn hi nahin uthaata.",10.0,5,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
"pehle bolne ka yeh sankoch mere liye duhkarkar tha, ab vah sukarkar ho gaya hai.",3.0,5,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
balon se apne badeon se paas ke gaon ya shaharon ke naam poochhna.,26.0,5,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
"mere deshwasi, kaha jaata hai ki shikshan ka matlab hai badhna.",24.0,5,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
"aur kyunki unka dhaann vishwas hai ki unhen gharibon ka baap hee hain, isliye unka aavaz zyada sunaya jaata hai.",1.0,5,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
"bharat ka bangladesh ki siima mein 17,000 ekda parikshit (area) ke 111 parikshit (area) par daava hai.",27.0,5,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
"saat ke liye jaana, baachhon se kehte hain ki apne baDhon se aas-paas ke gaaon aur shaharon ke naam poochh kar aao.",26.0,5,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
"jahan raaja aur desh ek ho, wahan choice ka sawal hi nahin uthaata.",10.0,5,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
aage badhne wale ek long economic depression ne common man ko bahut badi muskilein dalega.,21.0,5,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
"aur iske saath, unhe Gandhi ko jankari lene ka permission bhi diya tha.",11.0,5,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
"after the incident, Upara ke ladke aur ladkiyon ne meri taqdeer ko but respect se dekhna shuru kar diya.",9.0,5,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
You will have to submit an arji for jobsaker again once your naukri samapt kar lo.,14.0,5,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
"aur kyunki unko gareebon ka paksh maana jaata hai, vo bolte toh aur zyada sunne ko milta hai.",1.0,5,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
"my hesitation in bolne ka, jo pahle dhu:khkar tha, ab sukhkar ho gaya hai.",3.0,5,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
meeting mein appellant ne requested kiya hai ki unko krishan sikandar se leave kar dena chahiye.,29.0,5,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
"mere pyare deshvasi, yeh kaha jaata hai ki learning growing hai.",24.0,5,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
"january, 1943 mein unhe 26 ko azadi ka naya programme launch karne ki ghoshnaa ki.",16.0,5,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
Ab kon pataakhe fod raha hai delhi mai jo pollution level badh gaya hai.,,6,English_Translation,Human_Ref,,Gold_Injection
"kuch garam ya thanda khane se agar daanton me tez jhanjhanahat ho,  to use sensitivity kahte hain .",,6,English_Translation,Human_Ref,,Gold_Injection
"Free bijli, free pani, free ye, free wo ke naam par to public ISI ko bhi vote de degi.",,6,English_Translation,Human_Ref,,Gold_Injection
"agar hum aaj kurbani dete hain to uska fayda aane wali piddi ko milta hai. 
",15.0,6,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"lekin sab logon ko abhi yeh baat junchi nahi ki ekta ka matlab sirf rajneetik ekta nahi hai. 
",2.0,6,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"chhoti chidiya, gillihari aur chhuhe toh jaise billi ke liye hee bane hain. 
",12.0,6,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
