sentence_text,original_row_index,List_Group,Condition,Direction,Source_File,Source_Type
ek raja ne fish ko निशाना लगane ki koshish ki lekin हाथ नहीं लगे.,30.0,8,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
Bachon se कहिए कि वे आसपास के गांवों के नाम अपने बड़ों से पूछ आएं और वहां पहुंचना होगा.,26.0,8,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
"If we sacrifice today, our future generations will enjoy the results detaa honge.",15.0,8,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
"Jahaan King aur country saman hote hain, vahan option ka question hi nahin uthata, jahaan sab kuch coincide karta hai.",10.0,8,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
"kuch pranaliyan Japan-Korea, English-Korea ko simeet shabdavali ke liye MT viksit ki gayi hain.",18.0,8,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
aap ko fir se aapke Jobseeker ke liye allotment ke liye arzi bharna pad sakta hai jab aap apni naukri finish kar de.,14.0,8,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
"bharat ka bangladesh ki siima mein 17,000 ekda parikal (acre) vale 111 parikshit (disputed) areas par daava hai.",27.0,8,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
"iske alawa, ye vyavastha jimmadar media aur satark samaj par nibhar hai.",23.0,8,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
uske baad ek ke baad sab rajaon aur rajakumaron ne machhli par nishana sadhne ka prayas kiya lekin kaamyaab na hua.,30.0,8,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
yeh to sirf dikkat ke liye ek visual protsess hee hai.,13.0,8,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
"""developing countries"" mein ""adverse balance of payment"" ek common trend hai.",7.0,8,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
is se membership badal jaata hai aur samaj ka shariirik upayog bhi taqreer hota hai.,17.0,8,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
pichli trimahi ke doora kitam vastar swikaraya sima ke antargat hi tha.,20.0,8,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
"mere pyare deshvaasiyo, yeh kahi jaati hai ke shiksha badh rahi hai.",24.0,8,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
raajinder singh bedi kae-kae ghaNTe veera ke sirahane aakar baith ke rehte the aur veera ke saath unki bee-maaree ke vishay mein vinood karte rehte.,28.0,8,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
yeh diplomatik raishan mein ek *chintaa* ban sakta hai.,25.0,8,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
duniya mein price ka spread last quarter mein acceptable range mein raha tha.,20.0,8,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
"jahan raaja aur desh ek ho, voh toh ek hi cheez hai, koi alternative nahin hai.",10.0,8,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
"as soon as the disk is inserted, data integrity test kaa shuru hogaa.",19.0,8,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
"Bharat ne Bangladesh ke 111 parikshitron ka daava kiya hai jo 17,000 aade ke siema ke vishesh kshetrvale hain.",27.0,8,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
it ke through samaj ki member-ship pratisthaapna ho raha hai aur samaj ka physical maintenance toh samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki samaj ki sam,17.0,8,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
unme number of vocational programmes run hote hain jo varying duration ke liye hain.,4.0,8,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
yeh value last time ke dhvajon ka hi rahega jo is tarah ka use hua tha.,6.0,8,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
bacchon se kehte hain ki apne baadon se aas-paas ke gaon aur shaharon ke naam *find* kar ke aao.,26.0,8,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
"faisal bhai aap bhi guddu ki animation series kyun nahi banate ,  like chotta bheem . ",,9,English_Translation,Human_Ref,,Gold_Injection
chahe kitni bhi games ho...  khelenge to mario aur contra hi...,,9,English_Translation,Human_Ref,,Gold_Injection
"yahan log khoya pyar dhundne mein lage hai, tumhe khoye book ki padi hai? Where is tolerance?",,9,English_Translation,Human_Ref,,Gold_Injection
"vahaan ek baad ek sabhi rajaon evam rajkumaron ne machhi par nishaana sadhne ka prayatn kiya kintu safalta haath na lagi. 
",30.0,9,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"lambaa samay tak chalne wali aarthik mandi aam aadmi ki kathinaaiyan badha degi. 
",21.0,9,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"ye maan jalte dhvajon ka pratinitv karta hai jo ki is tarah ke sandarbh mein pichli baar prayukt the. 
",6.0,9,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"price spread tha tolerable limit mein last quarter mein. 
",20.0,9,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"but baad mein incident ke baad, the Upara city boys aur girls ne mujhe  dekh ke  respect se dekha.  
",9.0,9,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"adverse balance of payment hai ek common trend in developing countries. 



",7.0,9,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"baithak mein appeal-arthee ne anurodh kiya hai ki usse krishna sikand chhod dena chahiye 



",29.0,9,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"mere pyare deshvaasiyo, yeh kaha jata hai ki shiksha badh rahi hai.  
",24.0,9,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"ankada akhandata jaanch shuru hogi jaise hee koi likhne yogya disk ghusayi jati hai.  
",19.0,9,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"India claims 111 enclaves spread over 17,000 acres that fall in Bangladesh territory.  



",27.0,9,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"Moreover, woh Gandhi ko inquiry karne ka permission bhi diya.  
",11.0,9,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"long spell of economic depression common man ko bahut mushkil hoga.  
",21.0,9,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"This site provides an English to Hindi dictionary as well as a Hindi to English dictionary. 



",22.0,9,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"But after the  ghTana, the  shahar ladke aur ladkiyan mujhe bhav dene lage. 



",9.0,9,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"My hesitancy in bolneka, which was once dukhkar, is now sukhkar. 



",3.0,9,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"vahaan ek baad ek bahut saare Kings aur princes ne fish par nishaana saadhne ka prayatn kiya kintu saफलता haath na lagi. 



",30.0,9,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
"kuch pranalayn Japan-Korea, English-Korea ke liye few shabdavali ke liye vikasit ki gayi hain. 



",18.0,9,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
"Price spread last quarter ke during tolerable limit ke andar hi tha. 



",20.0,9,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
ve aasankee vyavsaayik kaaryakram chalta hain jiskee vibhinn kaushal ke liye alag-alag avdhi hain.,4.0,9,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
wahan ek ke baad ek sabhi rajaon aur raja kumaron ne machhli par nishanaa sadhane ka prayas kiya kinthu safalta hath nahi lagii.,30.0,9,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
aap ko phir se aapke job ke liye ek new allotment ke liye arzi bharne pad sakti hai jab aap apni job samapt kar denge.,14.0,9,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
"ab yaad rakho, ye sirf dekhaai prakriyaen hain.",13.0,9,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
"is value ko burning flags ke liye use hue the, jo last time is context mein use hue the.",6.0,9,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
issey membership ka badalna aur samaj ka bhaujhalik upkaran karna hoga.,17.0,9,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
adverse payment balance developing countries me ek common trend hai.,7.0,9,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
if hum aaj qurbani dete hain to uska faayda aane wali pidi kee milti hai.,15.0,9,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
"other attractions mein chaar museum, ek sculpture ground aur ek open air stage shamil hain.",5.0,9,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
"anya attractions mein se the kaafi museums, ek sculpture park aur ek open air amphitheatre shaamil hain.",5.0,9,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
"Abhi tak, unhone Mahatma Gandhi ko inquiry karni ka permission diya tha, lekin phir se usne iske alawa aur bhi kuchh kaha.",11.0,9,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
employee ka contract khataam hone ke baad uski services theek se band kar di gayi.,8.0,9,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
"lekin har koi ye nahi jaante hain ki unity ka matlab to राजनीतिक एकता hi nahin hain jo logon ko lagu kiya ja sake, matlab yeh hai ki लोगोंको बात होनी chahiye.",2.0,9,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
At bैठक mei apne अनुरोध किया की वो Krishan Sikand ko chhod de.,29.0,9,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
In January 1943 mein usne 26 January ke नये स्वाधीनता दिवस पर शुरु होने वाले अपने कार्यक्रमों की घोषणा की.,16.0,9,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
agar hum aaj sacrifice karte hain to uska results future ke generations ko milega aur unhe enjoy karna milta hai.,15.0,9,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
karmanai ke contract ki cessation par uske sevayen rod ddi gayi.,8.0,9,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
Small birds aur squirrels to specially bani hain jaise ki bille ki liye appear karte hain.,12.0,9,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
karmachaari ke karar ki samapti par uski sevaen radh kar di gayi.,8.0,9,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
lekin sab logon ko abhi ye baat janchhi nahi ki ekta ka matlab sirf rajneetik ekta nahin hain.,2.0,9,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
yeh maan jalte dhvajon ka pratinidhit karte hain jo is tarah ke sandarbh mein pehle baar prayukt the.,6.0,9,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
employee ka contract khatam hoane ke baad unka kaam chhod diya gaya.,8.0,9,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
yeh value pehle baar is context mein use hue jaane wale jale hue prachar (flags) ki sankhya dikhaati hai.,6.0,9,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
"meeting mein, applicant ne yeh maang kiya ki wo Krishan Sikand se chhod jaaye.",29.0,9,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
"kuch systeme japaan-koriya, english-koriya ke liye limited vocabulary ke liye banaye gaye hain.",18.0,9,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
antagonistic payment balance is a common trend in developing countries.,7.0,9,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
"janvary, 1943 me unhen 26 tariikh swadheenata divas se naye kaaryakram shuru karne ki ghoshnaa ki.",16.0,9,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
"mere bolne mein delay, jo pehle kaam ka sawaal thi, abh chhoti si khushiyon ki baat ban gayi hai.",3.0,9,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
"India ka claim hai 111 enclaves, jo 17,000 acre se zyada bharat ke aapne territory mein hain, lekin Bangladesh ke khayal se bahar hain.",27.0,9,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
adverse balance of payment (aam bhi) developing countries mein dekha jaata hai.,7.0,9,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
"aaj tak jyada si kiya hai jyada si jyapan-korea, english-korea ki pranaaliyon ka, lekin unka vocabulary sirf seimit hai.",18.0,9,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
January 1943 mein usne 26 January ko aane wale **swadhinata divas** par apne **naye** **ghoshana** aur **karyakram** ka **shuru** karne ka **ghoshana** kiya.,16.0,9,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
"yeh to sirf ek bas hai, is process ka ek hi drishya pratinidhit karne ka.",13.0,9,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
"supposedly unke paas poor logon ke liye baat karne ka hai, isliye unki awaaz zyada suni jati hai.",1.0,9,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
adverse payment balance developing countries mein ek common trend hai.,7.0,9,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
"aur attractions mein chaa museums, ek sculpture ground aur ek open air amphitheatre shamil hain.",5.0,9,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
hamare desh me sab kuchh possible he .,,10,English_Translation,Human_Ref,,Gold_Injection
"Working on a Sunday, chand rupye kamaane ke liye insaan apni khushiyon ka bhi sauda kar leta hai.",,10,English_Translation,Human_Ref,,Gold_Injection
"i was always like ,  mere luncher paaji aayengey ,  zaroor aayengey . ",,10,English_Translation,Human_Ref,,Gold_Injection
"in is english hindi english shabdkosh mein aap aasan se hindi aur english shabd ke arth dhund sakte hain.  
",22.0,10,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"jahaan raja aur desh samaan ho, wahaan vikalp ka prashn hee nahi uthta. 
",10.0,10,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"anya aakarshanon mein char sangrahalay, ek moorti-kala maidan aur ek khuli hava ka rang Manch shamil hain. 
",5.0,10,final_gemma_baseline_hindi_src,Hin-Matrix,final_gemma_baseline_hindi_src.csv,
"chhoti chiri, squirrels aur mice jaise dikha rahe hain ki cat ke diet ke liye specially banaye gaye hain. 
",12.0,10,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"system ko ek responsible media aur ek vigilant society par depend karta hai. 
",23.0,10,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"jaha raja aur desh milte hain waha alternative ka sawal hi nahi uthta. 
",10.0,10,final_gemma_baseline_hindi_src,Eng-Matrix,final_gemma_baseline_hindi_src.csv,
"pratikul bhu-gtaan santolun vikas-sheel deshon mein ek common trend hai.  
",7.0,10,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"jahan raja aur desh samaan ho, wahaan vikalp ka prashn hee nahi uthta.  
",10.0,10,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"iskee madhyam se membership ka pratisthan tatha samaaj ka bhoutik anurakshan jaise  ho jayega.  



",17.0,10,final_gemma_ect_en_src,Hin-Matrix,final_gemma_ect_en_src.csv,
"bachchon ko unke buzurgon se poochna chahiye  nearby villages ya towns ke naam. 



",26.0,10,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"this site mein English se Hindi dictionary aur Hindi se English dictionary dono hai. 



",22.0,10,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"but incident ke baad, the Upara city boys and girls ne mujhe admiraation se dekha. 



",9.0,10,final_gemma_ect_en_src,Eng-Matrix,final_gemma_ect_en_src.csv,
"My dear deshvaasiyo, it is said that shiksha badh hai. 



",24.0,10,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"Rajinder Singh Bedi aakar sirhaane ghnte beemaari ke saath use console karta tha. 



",28.0,10,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"Adverse santulan bhugaatan ki pravriti vikasशील deshon mein common hai. 



",7.0,10,final_gemma_matrix_en_src,Eng-Matrix,final_gemma_matrix_en_src.csv,
"ankada akhandta jaanch begin hogi jaise hee koi likhne yogya disc inserted ho jati hai. 


",19.0,10,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
"meeting mein appellant ne requested hai ki usse krishna sikand leave karna chahiye. 
",29.0,10,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
"is English Hindi English shabdkosh mein aap as well Hindi aur English shabd ke arth dhund sakte hain. 



",22.0,10,final_gemma_matrix_hindi_src,Hin-Matrix,final_gemma_matrix_hindi_src.csv,
you can easily find Hindi aur English words ke meanings in this English Hindi English dictionary me.,22.0,10,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
yeh maan jalate dhwajon ka pratinidhitva karta hai jo ki is tarah ke sandarbha mein pehle baar prayukt tha.,6.0,10,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
employee ka contract ki puri kar ke liye uski services cancel kar di gayi.,8.0,10,final_llama_baseline_hi_src,Hin-Matrix,final_llama_baseline_hi_src.csv,
yeh ek irritant ban sakta hai international diplomacy ke beech deshon ke relationships mein.,25.0,10,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
aapka jobseeker ka allowance phir se claim karna padega jab aapka kaam pura karengi.,14.0,10,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
January 1943 mein vah apne naye programmes 26 January se shuru karne ke liye gyaan karaya.,16.0,10,final_llama_baseline_hi_src,Eng-Matrix,final_llama_baseline_hi_src.csv,
Long time ki economic recession common man ki mushkilayen badh jayegi.,21.0,10,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
Rajinder BEDI many-many hours Veera ji ke side aa kar baitha rehta aur Veera ji ke saath unki bimari ke vishay mein vinaod karte rehte.,28.0,10,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
"iske alawa, yah vyavastha zimmedaar media tatha satark samaj par nibhar hai.",23.0,10,final_llama_ect_hi_src,Hin-Matrix,final_llama_ect_hi_src.csv,
Voh vocational programmes ka number run karte hain jinki duration alag-alag skills ke hisaab se hoti hai.,4.0,10,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
"Rajinder Singh Bedi use aana aur unke saath kitne hi samay bitaate the, unhe bhaat karne ke liye.",28.0,10,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
Kitne raajaa ne machli ko goli maarna chaahthe the lekin vah nahi kar sake.,30.0,10,final_llama_ect_hi_src,Eng-Matrix,final_llama_ect_hi_src.csv,
"yeh website English se Hindi के लिए शब्दकोश के साथ ही Hindi se English के लिए शब्दकोश भी प्रदान करती है, जिससे आप आसानी से शब्दों के अर्थ जान सकें.",22.0,10,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
aur unki baat माना jata hai ki वे गरीबों के पक्ष में बोलते हैं to unki awaaz zyada suni jati hai.,1.0,10,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
Price पिछली तिमाही में स्वीकार्य सीमा के अंदर कीमत का विस्तार था.,20.0,10,final_llama_matrix_en_src,Eng-Matrix,final_llama_matrix_en_src.csv,
ankdaa ikhandtaa jaanch shuru ho jayegi soon as koi likhne yogya disc inserted hoti hai aur test shuru ho jayega.,19.0,10,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
"Moreover, unhone Gandhi ji ko conduct ki jaanch karne ke liye permission bhi di.",11.0,10,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
is incident ke liye city ke boys ne mere ko very highly regarded hain.,9.0,10,final_llama_matrix_hi_src,Hin-Matrix,final_llama_matrix_hi_src.csv,
"iske atirikt, unhen gandhiji ko jaanch karne ki anumati bhi di.",11.0,10,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
yeh rashtron ke kootneetik sambandhon ke beech keerkiiri sabit ho sakti hai.,25.0,10,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
unhain asankhya business programs chalate hain jo different skills ke liye alag-alag duration ke hain.,4.0,10,final_mistral_baseline_hi_src,Hin-Matrix,final_mistral_baseline_hi_src.csv,
woh aanee aanee kyaa skill ke liye alag-alag duration ke vocational programme chalate hain.,4.0,10,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
"mere bolne mein raagadhar, jo pehle khafaa tha, abh sukh hai.",3.0,10,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
"bahut se rajan ne machh marne ki koshish ki, lekin unhe kamyaab nahi hua.",30.0,10,final_mistral_baseline_hi_src,Eng-Matrix,final_mistral_baseline_hi_src.csv,
dhoondhne wali ekonoomi ki mandi aam aadmi ke samasya ko badha dega.,21.0,10,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
is English-Hindi English dictionary mein aap easily Hindi aur English words ka arth dhundh skte hain.,22.0,10,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
agar hum aaj kurbaani dete hain toh uska faida aane wali pehree ke milta hai.,15.0,10,final_mistral_ect_hi_src,Hin-Matrix,final_mistral_ect_hi_src.csv,
woh aadhaar par skill ke alag-alag duration ke liye shikshan ka ek baarish karte hain.,4.0,10,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
"jab tak disc insert hoga, data integrity test automatically start ho jayegi.",19.0,10,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
"aur kyunki unka claim hai ki unhen gharibon ka voice hai, isliye unka voice zyada sunaya jaata hai.",1.0,10,final_mistral_ect_hi_src,Eng-Matrix,final_mistral_ect_hi_src.csv,
"Rajinder Singh Beedi used to come and sit with him for घण्टे together, console him like a वीरा during his बीमारी, always sitting सिरहाने.",28.0,10,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
"my dear देशवासियो, it is कहा that शिक्षा is the only thing that बढ़ can.",24.0,10,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
aarthik depression ki lambi vaali chalne se aam aadmi ko bahut kathinaiyan deegi.,21.0,10,final_mistral_matrix_en_src,Eng-Matrix,final_mistral_matrix_en_src.csv,
ye English Hindi Dictionary site as well Hindi aur English words ka meaning easily provide karti hai.,22.0,10,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
"Moreover, unheye Gandhi ko conduct check karne ka permission bhi de diya.",11.0,10,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
ab yeh process ke sirf visual representations hi hain.,13.0,10,final_mistral_matrix_hi_src,Hin-Matrix,final_mistral_matrix_hi_src.csv,
